message,timestamp,severity,tags,attributes
"Get:16 http://deb.debian.org/debian bookworm/main amd64 libx11-6 amd64 2:1.8.4-2+deb12u2 [760 kB]
",2026-03-17T23:01:52.68344431Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.68344431Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Get:17 http://deb.debian.org/debian bookworm/main amd64 libxext6 amd64 2:1.3.4-1+b1 [52.9 kB]
",2026-03-17T23:01:52.687743921Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.687743921Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Get:18 http://deb.debian.org/debian bookworm/main amd64 libxmuu1 amd64 2:1.1.3-3 [23.9 kB]
",2026-03-17T23:01:52.688113314Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.688113314Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Get:19 http://deb.debian.org/debian bookworm/main amd64 unzip amd64 6.0-28 [166 kB]
",2026-03-17T23:01:52.688349932Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.688349932Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Get:20 http://deb.debian.org/debian bookworm/main amd64 xauth amd64 1:1.1.2-1 [36.0 kB]
",2026-03-17T23:01:52.689637217Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.689637217Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Get:21 http://deb.debian.org/debian bookworm/main amd64 zip amd64 3.0-13 [230 kB]
",2026-03-17T23:01:52.689930272Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.689930272Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"debconf: delaying package configuration, since apt-utils is not installed
",2026-03-17T23:01:52.817978299Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-17T23:01:52.817978299Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Fetched 13.0 MB in 0s (91.1 MB/s)
",2026-03-17T23:01:52.842033456Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.842033456Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Selecting previously unselected package less.
(Reading database ... ",2026-03-17T23:01:52.860031589Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.860031589Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"(Reading database ... 5%(Reading database ... 10%(Reading database ... 15%(Reading database ... 20%(Reading database ... 25%(Reading database ... 30%(Reading database ... 35%(Reading database ... 40%(Reading database ... 45%(Reading database ... 50%(Reading database ... 55%(Reading database ... 60%(Reading database ... 65%(Reading database ... 70%",2026-03-17T23:01:52.863415355Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.863415355Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"(Reading database ... 75%",2026-03-17T23:01:52.864982194Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.864982194Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"(Reading database ... 80%",2026-03-17T23:01:52.871320143Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.871320143Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"(Reading database ... 85%",2026-03-17T23:01:52.876992676Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.876992676Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"(Reading database ... 90%",2026-03-17T23:01:52.883343496Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.883343496Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"(Reading database ... 95%",2026-03-17T23:01:52.889223095Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.889223095Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"(Reading database ... 100%(Reading database ... 13300 files and directories currently installed.)
",2026-03-17T23:01:52.896064452Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.896064452Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Preparing to unpack .../00-less_590-2.1~deb12u2_amd64.deb ...
",2026-03-17T23:01:52.896637951Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.896637951Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Unpacking less (590-2.1~deb12u2) ...
",2026-03-17T23:01:52.90001568Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.90001568Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Selecting previously unselected package libbsd0:amd64.
",2026-03-17T23:01:52.92772856Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.92772856Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Preparing to unpack .../01-libbsd0_0.11.7-2_amd64.deb ...
",2026-03-17T23:01:52.929143403Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.929143403Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Unpacking libbsd0:amd64 (0.11.7-2) ...
",2026-03-17T23:01:52.931788644Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.931788644Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Selecting previously unselected package libedit2:amd64.
",2026-03-17T23:01:52.953687567Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.953687567Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Preparing to unpack .../02-libedit2_3.1-20221030-2_amd64.deb ...
",2026-03-17T23:01:52.954901186Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.954901186Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Unpacking libedit2:amd64 (3.1-20221030-2) ...
",2026-03-17T23:01:52.95615257Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.95615257Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Selecting previously unselected package libcbor0.8:amd64.
",2026-03-17T23:01:52.976706815Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.976706815Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Preparing to unpack .../03-libcbor0.8_0.8.0-2+b1_amd64.deb ...
",2026-03-17T23:01:52.978047649Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.978047649Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Unpacking libcbor0.8:amd64 (0.8.0-2+b1) ...
",2026-03-17T23:01:52.979295528Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.979295528Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Selecting previously unselected package libfido2-1:amd64.
",2026-03-17T23:01:52.995650931Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.995650931Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Preparing to unpack .../04-libfido2-1_1.12.0-2+b1_amd64.deb ...
",2026-03-17T23:01:52.997143171Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.997143171Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Unpacking libfido2-1:amd64 (1.12.0-2+b1) ...
",2026-03-17T23:01:52.998265124Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:52.998265124Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Selecting previously unselected package openssh-client.
",2026-03-17T23:01:53.019306255Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.019306255Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Preparing to unpack .../05-openssh-client_1%3a9.2p1-2+deb12u7_amd64.deb ...
",2026-03-17T23:01:53.020668432Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.020668432Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Unpacking openssh-client (1:9.2p1-2+deb12u7) ...
",2026-03-17T23:01:53.027028703Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.027028703Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Selecting previously unselected package libcurl3-gnutls:amd64.
",2026-03-17T23:01:53.112499521Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.112499521Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Preparing to unpack .../06-libcurl3-gnutls_7.88.1-10+deb12u14_amd64.deb ...
",2026-03-17T23:01:53.114041952Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.114041952Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Unpacking libcurl3-gnutls:amd64 (7.88.1-10+deb12u14) ...
",2026-03-17T23:01:53.115213582Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.115213582Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Selecting previously unselected package libexpat1:amd64.
",2026-03-17T23:01:53.15032722Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.15032722Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Preparing to unpack .../07-libexpat1_2.5.0-1+deb12u2_amd64.deb ...
",2026-03-17T23:01:53.151518323Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.151518323Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Unpacking libexpat1:amd64 (2.5.0-1+deb12u2) ...
",2026-03-17T23:01:53.152631533Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.152631533Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Selecting previously unselected package liberror-perl.
",2026-03-17T23:01:53.171666778Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.171666778Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Preparing to unpack .../08-liberror-perl_0.17029-2_all.deb ...
",2026-03-17T23:01:53.1728332Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.1728332Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Unpacking liberror-perl (0.17029-2) ...
",2026-03-17T23:01:53.174140789Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.174140789Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Selecting previously unselected package git-man.
",2026-03-17T23:01:53.188909455Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.188909455Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Preparing to unpack .../09-git-man_1%3a2.39.5-0+deb12u3_all.deb ...
",2026-03-17T23:01:53.190065468Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.190065468Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Unpacking git-man (1:2.39.5-0+deb12u3) ...
",2026-03-17T23:01:53.191102836Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.191102836Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Selecting previously unselected package git.
",2026-03-17T23:01:53.276586971Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.276586971Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Preparing to unpack .../10-git_1%3a2.39.5-0+deb12u3_amd64.deb ...
",2026-03-17T23:01:53.277837862Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.277837862Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Unpacking git (1:2.39.5-0+deb12u3) ...
",2026-03-17T23:01:53.2826595Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.2826595Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Selecting previously unselected package libxau6:amd64.
",2026-03-17T23:01:53.564443079Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.564443079Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Preparing to unpack .../11-libxau6_1%3a1.0.9-1_amd64.deb ...
",2026-03-17T23:01:53.566627851Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.566627851Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Unpacking libxau6:amd64 (1:1.0.9-1) ...
",2026-03-17T23:01:53.568075098Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.568075098Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Selecting previously unselected package libxdmcp6:amd64.
",2026-03-17T23:01:53.584066151Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.584066151Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Preparing to unpack .../12-libxdmcp6_1%3a1.1.2-3_amd64.deb ...
",2026-03-17T23:01:53.585363179Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.585363179Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Unpacking libxdmcp6:amd64 (1:1.1.2-3) ...
",2026-03-17T23:01:53.58669607Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.58669607Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Selecting previously unselected package libxcb1:amd64.
",2026-03-17T23:01:53.602593462Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.602593462Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Preparing to unpack .../13-libxcb1_1.15-1_amd64.deb ...
",2026-03-17T23:01:53.603889371Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.603889371Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
"Unpacking libxcb1:amd64 (1.15-1) ...
",2026-03-17T23:01:53.605302387Z,info,"{""serviceId"":""93a7fcff-f078-43ce-88a5-88c589eeb145"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-17T23:01:53.605302387Z"",""type"":""log"",""vertex"":""sha256:31e079bf1bd96e85e173d1c7fadd43ccfcdcb82875e5ce76b2f58b5f7d9db122""}"
